0.000000000000000000e+00,-7.562153137957882375e-03
1.010101010101010187e-02,2.629022012669086639e-01
2.020202020202020374e-02,1.833391636711013961e-02
3.030303030303030387e-02,2.393070678654062866e-01
4.040404040404040747e-02,3.564152095007666055e-01
5.050505050505051108e-02,2.860911041031825586e-01
6.060606060606060774e-02,3.555261087674796427e-01
7.070707070707071829e-02,5.158547781454803083e-01
8.080808080808081495e-02,4.065763177307788467e-01
9.090909090909091161e-02,5.265050396524340037e-01
1.010101010101010222e-01,6.314019234140216819e-01
1.111111111111111188e-01,6.755500591465983806e-01
1.212121212121212155e-01,7.704518980255861127e-01
1.313131313131313260e-01,7.696847006458412688e-01
1.414141414141414366e-01,6.162876153361486198e-01
1.515151515151515194e-01,6.932579363463590161e-01
1.616161616161616299e-01,7.913349140037910789e-01
1.717171717171717404e-01,8.301297304595853799e-01
1.818181818181818232e-01,8.749176900672153145e-01
1.919191919191919338e-01,7.998839702445194044e-01
2.020202020202020443e-01,9.283834446659330331e-01
2.121212121212121271e-01,8.510640296777627345e-01
2.222222222222222376e-01,8.964920373916523966e-01
2.323232323232323482e-01,1.023193784824155905e+00
2.424242424242424310e-01,9.773010135806897702e-01
2.525252525252525415e-01,1.020881398488977743e+00
2.626262626262626521e-01,9.031576818399377204e-01
2.727272727272727626e-01,9.710191810900414833e-01
2.828282828282828731e-01,9.366832158987556944e-01
2.929292929292929282e-01,9.356318581591611672e-01
3.030303030303030387e-01,9.006563614692224551e-01
3.131313131313131493e-01,8.815464460654051093e-01
3.232323232323232598e-01,9.245230435849023376e-01
3.333333333333333703e-01,7.555066444885197852e-01
3.434343434343434809e-01,7.086864383226818553e-01
3.535353535353535914e-01,6.978013180833255724e-01
3.636363636363636465e-01,9.392837132347620077e-01
3.737373737373737570e-01,6.154195012371453943e-01
3.838383838383838675e-01,6.876799901578924956e-01
3.939393939393939781e-01,5.986306117187334408e-01
4.040404040404040886e-01,7.260868615369724388e-01
4.141414141414141992e-01,5.116482217857768466e-01
4.242424242424242542e-01,5.911951748077053370e-01
4.343434343434343647e-01,2.636942842402176801e-01
4.444444444444444753e-01,3.633126244177996567e-01
4.545454545454545858e-01,2.294667910501080044e-01
4.646464646464646964e-01,1.742872816695963945e-01
4.747474747474748069e-01,1.367314811099537564e-02
4.848484848484848619e-01,6.880512059501353583e-03
4.949494949494949725e-01,-1.107627066928378035e-02
5.050505050505050830e-01,-1.312356954286462152e-01
5.151515151515152491e-01,4.148106175040980337e-03
5.252525252525253041e-01,-1.401212365534352244e-01
5.353535353535353591e-01,-2.236433038210875746e-01
5.454545454545455252e-01,3.116386765743939247e-02
5.555555555555555802e-01,-4.046065557717388184e-01
5.656565656565657463e-01,-4.405024669164629425e-01
5.757575757575758013e-01,-5.014182665038523501e-01
5.858585858585858563e-01,-5.452767907753091059e-01
5.959595959595960224e-01,-4.704138240935497595e-01
6.060606060606060774e-01,-6.242692533518210407e-01
6.161616161616162435e-01,-6.980947486190552942e-01
6.262626262626262985e-01,-6.482294848388622244e-01
6.363636363636364646e-01,-9.008246222684510585e-01
6.464646464646465196e-01,-8.186650001774209429e-01
6.565656565656565746e-01,-8.257452471335575694e-01
6.666666666666667407e-01,-9.164213997463046546e-01
6.767676767676767957e-01,-9.254993462560644479e-01
6.868686868686869618e-01,-9.539541270266643780e-01
6.969696969696970168e-01,-9.168370361253112000e-01
7.070707070707071829e-01,-1.074827180578571184e+00
7.171717171717172379e-01,-8.858095138596459028e-01
7.272727272727272929e-01,-9.192465494219723698e-01
7.373737373737374590e-01,-8.631232794903515027e-01
7.474747474747475140e-01,-8.609100405153222724e-01
7.575757575757576801e-01,-1.008463576174304155e+00
7.676767676767677351e-01,-1.016604993114206934e+00
7.777777777777777901e-01,-1.024627514845655396e+00
7.878787878787879562e-01,-9.571906412135933184e-01
7.979797979797980112e-01,-1.152516439035592200e+00
8.080808080808081773e-01,-8.351538438349526139e-01
8.181818181818182323e-01,-7.112053567437877089e-01
8.282828282828283983e-01,-8.890120240498394777e-01
8.383838383838384534e-01,-9.285851137900751340e-01
8.484848484848485084e-01,-9.552912187511102271e-01
8.585858585858586745e-01,-9.941697383398987453e-01
8.686868686868687295e-01,-8.066299250772737128e-01
8.787878787878788955e-01,-6.218064668429951203e-01
8.888888888888889506e-01,-5.376936596845693916e-01
8.989898989898991166e-01,-5.076283920723803078e-01
9.090909090909091717e-01,-6.341482837866958544e-01
9.191919191919192267e-01,-4.385848970018043635e-01
9.292929292929293927e-01,-3.851111310215823424e-01
9.393939393939394478e-01,-3.263745934673157878e-01
9.494949494949496138e-01,-2.973253036355372192e-01
9.595959595959596689e-01,-1.918608847940168616e-01
9.696969696969697239e-01,-2.443352335960463362e-01
9.797979797979798899e-01,-2.664038418081868254e-02
9.898989898989899450e-01,-2.160526402480376640e-01
1.000000000000000000e+00,1.795233148130062628e-01
